               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  15,            0.029023,           0.0051771,           0.0014045,             0.92416,             0.76625,             0.85273,             0.52312,            0.027241,           0.0037236,            0.001928,            0.008614,            0.008614,            0.008614
                  16,            0.028216,           0.0052277,            0.001552,             0.86191,             0.87326,             0.85765,             0.56568,            0.026163,           0.0036424,           0.0017338,            0.008515,            0.008515,            0.008515
                  17,            0.028516,           0.0064807,           0.0014004,             0.80474,               0.866,             0.84743,             0.65105,            0.024174,           0.0037692,           0.0015773,            0.008416,            0.008416,            0.008416
                  18,            0.025051,           0.0062486,           0.0013303,              0.7898,             0.87087,             0.79478,             0.57466,            0.030681,           0.0036968,           0.0014844,            0.008317,            0.008317,            0.008317
                  19,            0.027097,           0.0061377,           0.0013016,             0.90551,             0.74088,             0.84579,             0.57713,            0.027943,           0.0037998,           0.0018531,            0.008218,            0.008218,            0.008218
                  20,            0.028137,           0.0058574,           0.0013344,             0.93889,             0.74461,              0.8972,              0.6463,            0.022118,           0.0035374,           0.0023728,            0.008119,            0.008119,            0.008119
                  21,            0.027224,           0.0051223,           0.0015357,             0.98121,             0.75987,             0.90471,             0.70293,            0.021141,           0.0036296,           0.0021477,             0.00802,             0.00802,             0.00802
                  22,            0.024932,           0.0052065,           0.0015531,             0.92462,             0.73051,             0.84952,             0.68317,            0.019993,            0.003623,           0.0018417,            0.007921,            0.007921,            0.007921
                  23,            0.025058,           0.0046408,            0.001373,             0.82082,             0.87772,             0.84881,             0.64058,            0.023865,           0.0039302,           0.0014947,            0.007822,            0.007822,            0.007822
                  24,            0.025355,           0.0057416,           0.0014883,              0.8182,             0.87651,             0.84521,             0.67042,            0.019368,           0.0037462,           0.0013367,            0.007723,            0.007723,            0.007723
                  25,            0.024637,           0.0052694,           0.0013107,             0.77775,             0.87185,             0.84606,             0.63999,            0.023842,           0.0037739,           0.0013804,            0.007624,            0.007624,            0.007624
                  26,            0.025914,           0.0057999,            0.001298,             0.80425,             0.86979,             0.84347,             0.61393,            0.022377,           0.0040303,           0.0016364,            0.007525,            0.007525,            0.007525
                  27,            0.026778,           0.0050039,           0.0014246,             0.76559,             0.86784,             0.83934,             0.63161,            0.023349,           0.0042115,           0.0016516,            0.007426,            0.007426,            0.007426
                  28,            0.025895,           0.0052396,           0.0012787,             0.92813,             0.78574,              0.8437,             0.64596,            0.023355,           0.0039666,           0.0020062,            0.007327,            0.007327,            0.007327
                  29,            0.023921,            0.005251,           0.0014625,              0.9471,             0.78915,             0.87732,             0.65114,            0.025313,           0.0037997,            0.002053,            0.007228,            0.007228,            0.007228
                  30,            0.021528,           0.0050779,           0.0013192,             0.90714,             0.76783,             0.90191,             0.66349,            0.023261,           0.0035349,           0.0018524,            0.007129,            0.007129,            0.007129
                  31,            0.025139,           0.0067893,           0.0012361,             0.64182,             0.96673,             0.89804,             0.69085,            0.021621,           0.0036638,           0.0017031,             0.00703,             0.00703,             0.00703
                  32,            0.023919,           0.0050041,           0.0011873,             0.92528,             0.66137,             0.86222,              0.6512,            0.022791,           0.0037107,           0.0015826,            0.006931,            0.006931,            0.006931
                  33,            0.022638,           0.0046578,           0.0013026,             0.79247,              0.8556,             0.88345,             0.68357,            0.020645,           0.0040278,              0.0015,            0.006832,            0.006832,            0.006832
                  34,            0.021342,           0.0050761,           0.0011093,             0.90603,             0.74703,             0.92353,             0.75253,            0.020509,           0.0038272,           0.0013618,            0.006733,            0.006733,            0.006733
                  35,             0.02405,             0.00494,           0.0013439,             0.94586,             0.78135,             0.92638,              0.6648,            0.023026,           0.0036445,           0.0014071,            0.006634,            0.006634,            0.006634
                  36,            0.023233,           0.0049071,           0.0013127,             0.94631,               0.785,             0.92703,             0.69516,            0.020934,           0.0035558,           0.0014115,            0.006535,            0.006535,            0.006535
                  37,            0.023068,           0.0049955,           0.0010837,             0.94219,             0.76127,             0.94569,             0.70321,            0.021738,           0.0036888,           0.0014014,            0.006436,            0.006436,            0.006436
                  38,            0.023638,           0.0053777,           0.0012006,             0.93076,             0.76835,             0.91866,             0.75182,            0.019014,            0.003618,           0.0013382,            0.006337,            0.006337,            0.006337
                  39,            0.022923,            0.005131,          0.00098943,             0.91723,             0.76981,             0.90066,              0.7048,            0.018349,            0.003617,           0.0012707,            0.006238,            0.006238,            0.006238
                  40,             0.02282,           0.0054738,           0.0010122,             0.93698,              0.7738,              0.9463,             0.75513,            0.018258,            0.003584,           0.0012604,            0.006139,            0.006139,            0.006139
                  41,            0.021395,            0.004029,           0.0010882,             0.92707,             0.77853,             0.91613,             0.70241,            0.017381,           0.0036265,           0.0012396,             0.00604,             0.00604,             0.00604
                  42,             0.02201,           0.0038867,            0.001001,             0.93477,              0.7936,             0.91566,             0.74393,            0.017855,           0.0035874,           0.0012459,            0.005941,            0.005941,            0.005941
                  43,            0.021949,           0.0055878,          0.00095512,             0.93432,             0.79655,             0.91462,             0.73033,            0.018549,           0.0036089,            0.001323,            0.005842,            0.005842,            0.005842
                  44,            0.021577,           0.0048923,           0.0010115,             0.95499,             0.79369,             0.91421,             0.72333,            0.018039,           0.0035102,           0.0012227,            0.005743,            0.005743,            0.005743
                  45,            0.021645,           0.0047391,          0.00091344,             0.94772,             0.78836,             0.90668,             0.69303,            0.019034,           0.0035175,           0.0011742,            0.005644,            0.005644,            0.005644
                  46,            0.022274,           0.0040074,           0.0009212,             0.94179,             0.78754,             0.90809,             0.66602,            0.019588,           0.0035487,            0.001177,            0.005545,            0.005545,            0.005545
                  47,            0.022115,           0.0053521,          0.00096972,             0.93205,             0.78754,             0.91728,             0.71561,            0.017487,           0.0035832,            0.001219,            0.005446,            0.005446,            0.005446
                  48,            0.021243,           0.0051195,          0.00099315,             0.80284,             0.85855,             0.88322,             0.72155,            0.020767,           0.0037162,           0.0011968,            0.005347,            0.005347,            0.005347
                  49,            0.021125,           0.0041794,           0.0010002,             0.80124,             0.85665,             0.87557,             0.70354,            0.017703,           0.0038605,           0.0012622,            0.005248,            0.005248,            0.005248
                  50,            0.018888,           0.0038837,           0.0010012,             0.84577,             0.86074,              0.8587,              0.7184,            0.016799,           0.0035883,            0.001285,            0.005149,            0.005149,            0.005149
                  51,            0.021566,           0.0045108,          0.00088996,             0.84588,             0.81679,             0.88911,              0.6913,            0.016962,           0.0034988,           0.0013526,             0.00505,             0.00505,             0.00505
                  52,            0.019445,            0.004604,          0.00092712,             0.91857,             0.77853,             0.90682,             0.69497,            0.020413,           0.0035093,           0.0012736,            0.004951,            0.004951,            0.004951
                  53,             0.02019,           0.0042283,          0.00097293,             0.90667,             0.78318,             0.90658,             0.72532,            0.018079,           0.0034689,           0.0012525,            0.004852,            0.004852,            0.004852
                  54,            0.020347,           0.0043084,          0.00095585,             0.93116,             0.78754,             0.89165,             0.70266,             0.01839,           0.0033655,            0.001209,            0.004753,            0.004753,            0.004753
                  55,            0.021645,           0.0045414,          0.00097732,             0.94058,             0.78754,             0.85831,             0.70555,            0.015952,           0.0034544,           0.0012236,            0.004654,            0.004654,            0.004654
                  56,            0.020496,           0.0045819,          0.00091961,             0.93992,             0.78531,             0.85578,             0.72588,            0.015027,           0.0034752,           0.0011984,            0.004555,            0.004555,            0.004555
                  57,            0.019173,           0.0044366,           0.0009121,             0.92312,             0.77898,             0.85496,             0.72717,            0.016165,            0.003685,           0.0011672,            0.004456,            0.004456,            0.004456
                  58,            0.019318,            0.004561,          0.00086006,             0.93011,             0.77853,              0.8665,             0.75167,            0.015755,           0.0037405,           0.0011086,            0.004357,            0.004357,            0.004357
                  59,            0.019005,           0.0043312,          0.00088781,             0.93861,             0.76952,             0.89038,             0.77632,            0.014804,           0.0036609,           0.0010223,            0.004258,            0.004258,            0.004258
                  60,            0.018355,           0.0042919,          0.00084781,             0.96457,             0.85365,               0.921,             0.77284,            0.016008,           0.0035189,          0.00098729,            0.004159,            0.004159,            0.004159
                  61,             0.01803,           0.0043266,          0.00073699,             0.96335,               0.854,             0.95714,             0.76811,            0.013968,           0.0034277,          0.00098643,             0.00406,             0.00406,             0.00406
                  62,            0.017894,           0.0034903,          0.00077413,             0.86285,             0.87988,             0.94229,             0.77184,            0.015882,            0.003444,           0.0010248,            0.003961,            0.003961,            0.003961
                  63,            0.019049,           0.0034439,          0.00086875,             0.84335,             0.87988,             0.94365,             0.78303,            0.016602,           0.0033692,           0.0010651,            0.003862,            0.003862,            0.003862
                  64,            0.020486,           0.0043258,          0.00077315,             0.93249,             0.79655,             0.86677,             0.73658,            0.015328,           0.0036051,           0.0011167,            0.003763,            0.003763,            0.003763
                  65,            0.018146,            0.004563,          0.00075833,             0.84914,             0.87704,             0.86716,             0.74775,            0.015062,           0.0033872,           0.0010518,            0.003664,            0.003664,            0.003664
                  66,            0.018206,           0.0048575,          0.00076173,             0.85763,             0.87087,             0.86657,             0.74827,             0.01518,           0.0035304,          0.00099988,            0.003565,            0.003565,            0.003565
                  67,            0.018614,           0.0042431,          0.00075576,             0.85585,             0.86186,             0.86589,             0.73039,             0.01345,           0.0036691,          0.00094075,            0.003466,            0.003466,            0.003466
                  68,            0.016528,           0.0041413,          0.00082562,             0.86986,             0.87065,              0.8751,             0.71354,            0.014881,           0.0036099,          0.00087757,            0.003367,            0.003367,            0.003367
                  69,            0.017042,           0.0034881,          0.00071326,             0.87358,             0.87087,             0.92767,             0.75624,            0.014978,           0.0034711,          0.00085082,            0.003268,            0.003268,            0.003268
                  70,            0.016722,           0.0043839,           0.0007596,             0.87744,             0.87087,             0.94398,              0.7891,            0.013825,           0.0033674,          0.00084848,            0.003169,            0.003169,            0.003169
                  71,            0.016309,           0.0039176,          0.00059941,             0.88287,             0.87087,             0.90881,             0.77264,             0.01481,           0.0033823,          0.00084655,             0.00307,             0.00307,             0.00307
                  72,            0.016087,           0.0041995,          0.00063208,             0.87361,             0.87087,             0.87005,             0.76197,            0.013343,           0.0033312,           0.0008451,            0.002971,            0.002971,            0.002971
                  73,            0.016971,           0.0041472,          0.00075358,             0.87719,             0.87087,              0.8698,             0.77528,            0.015307,           0.0033826,          0.00084424,            0.002872,            0.002872,            0.002872
                  74,            0.016015,           0.0038441,          0.00057848,             0.88397,             0.87087,             0.87122,             0.77054,            0.013974,           0.0034252,          0.00082312,            0.002773,            0.002773,            0.002773
                  75,            0.016084,            0.003765,          0.00059447,             0.88067,               0.879,             0.94485,             0.80007,            0.013039,           0.0033599,          0.00080676,            0.002674,            0.002674,            0.002674
                  76,            0.015162,           0.0037478,          0.00062782,             0.85757,             0.87558,              0.9441,             0.79259,            0.013884,           0.0033492,          0.00079224,            0.002575,            0.002575,            0.002575
                  77,            0.014887,           0.0034933,          0.00061057,             0.85196,             0.87599,             0.94409,             0.77978,            0.013327,           0.0033157,          0.00076509,            0.002476,            0.002476,            0.002476
                  78,            0.015532,           0.0036192,          0.00058037,             0.85546,             0.87958,             0.94402,             0.78811,            0.013434,             0.00325,          0.00073593,            0.002377,            0.002377,            0.002377
                  79,            0.015883,           0.0039644,          0.00056336,             0.94535,             0.78754,             0.94381,             0.77429,            0.013191,           0.0032502,          0.00071709,            0.002278,            0.002278,            0.002278
                  80,            0.015004,           0.0037994,          0.00054152,             0.94317,             0.78754,             0.94336,             0.77296,             0.01428,           0.0033019,          0.00071177,            0.002179,            0.002179,            0.002179
                  81,            0.016371,           0.0030409,          0.00069971,             0.94135,             0.78809,             0.94289,             0.76108,            0.013659,           0.0033578,          0.00071251,             0.00208,             0.00208,             0.00208
                  82,            0.015586,           0.0035744,          0.00054345,             0.93858,             0.78754,             0.94237,             0.77892,            0.014002,           0.0033675,           0.0007004,            0.001981,            0.001981,            0.001981
                  83,            0.014768,           0.0036454,            0.000522,             0.94364,             0.78754,              0.9423,             0.79044,            0.014515,           0.0034142,          0.00069079,            0.001882,            0.001882,            0.001882
                  84,            0.014055,           0.0033244,          0.00049756,             0.94177,             0.78754,             0.94262,             0.79805,             0.01388,           0.0033669,          0.00069191,            0.001783,            0.001783,            0.001783
                  85,            0.014624,           0.0044218,          0.00045723,             0.88273,               0.929,             0.96966,              0.8064,             0.01364,           0.0033277,          0.00067546,            0.001684,            0.001684,            0.001684
                  86,            0.013063,           0.0030796,          0.00048573,             0.89137,             0.94154,             0.97062,             0.80108,            0.013303,           0.0032731,          0.00066936,            0.001585,            0.001585,            0.001585
                  87,            0.013669,           0.0037006,          0.00044341,             0.87683,             0.94606,             0.97038,             0.78499,              0.0129,           0.0032048,          0.00065556,            0.001486,            0.001486,            0.001486
                  88,            0.014064,           0.0037475,          0.00042127,             0.89076,             0.93193,             0.97171,             0.77843,            0.012746,           0.0031506,          0.00063376,            0.001387,            0.001387,            0.001387
                  89,            0.014228,            0.003053,          0.00053058,              0.8977,             0.93601,              0.9723,             0.82659,            0.012605,           0.0031102,          0.00062149,            0.001288,            0.001288,            0.001288
                  90,            0.014868,           0.0037774,          0.00047344,             0.88978,             0.94713,             0.97211,             0.84804,            0.012684,           0.0031152,          0.00061426,            0.001189,            0.001189,            0.001189
                  91,            0.015372,           0.0041433,          0.00043272,             0.84335,             0.87419,             0.94428,             0.82603,            0.011805,           0.0030943,          0.00059385,             0.00109,             0.00109,             0.00109
                  92,            0.012638,           0.0035502,          0.00040883,             0.92941,             0.86235,             0.96002,             0.82388,            0.011722,           0.0030721,          0.00058923,            0.000991,            0.000991,            0.000991
                  93,            0.013116,           0.0034858,          0.00042155,             0.93173,             0.86174,             0.96002,             0.82258,            0.012497,            0.003088,          0.00056808,            0.000892,            0.000892,            0.000892
                  94,             0.01325,           0.0040124,          0.00039214,             0.94187,              0.8607,             0.95974,             0.83134,            0.012551,           0.0030689,          0.00054948,            0.000793,            0.000793,            0.000793
                  95,            0.013224,           0.0034723,          0.00038447,             0.95404,             0.85936,             0.95965,             0.82517,            0.012341,           0.0030851,          0.00053153,            0.000694,            0.000694,            0.000694
                  96,            0.013505,           0.0035295,          0.00039604,             0.86553,             0.87087,             0.94317,             0.80746,            0.012355,           0.0030936,          0.00051894,            0.000595,            0.000595,            0.000595
                  97,            0.013614,           0.0031016,          0.00036856,             0.86312,             0.87122,             0.94308,             0.80042,            0.012273,           0.0030836,          0.00051551,            0.000496,            0.000496,            0.000496
                  98,            0.012333,           0.0035982,          0.00036107,             0.86573,             0.87124,             0.94304,              0.8003,            0.012235,           0.0030767,          0.00051138,            0.000397,            0.000397,            0.000397
                  99,            0.012455,           0.0028994,          0.00038938,             0.86746,              0.8709,             0.94286,             0.79864,            0.012454,           0.0030801,          0.00050857,            0.000298,            0.000298,            0.000298
